result,graph,config,type,operation,method,generator
6.75E-04,sf22,7,edge,deletion,adjmat,Scale Free
2.31E-04,sf22,7,edge,deletion,adjmat,Scale Free
2.62E-04,sf22,7,edge,deletion,adjmat,Scale Free
7.16E-04,sf22,7,edge,deletion,adjmat,Scale Free
0.002119659,sf23,7,edge,deletion,adjmat,Scale Free
2.24E-04,sf23,7,edge,deletion,adjmat,Scale Free
7.67E-04,sf23,7,edge,deletion,adjmat,Scale Free
7.17E-04,sf23,7,edge,deletion,adjmat,Scale Free
7.19E-04,sf23,7,edge,deletion,adjmat,Scale Free
2.36E-04,sf24,7,edge,deletion,adjmat,Scale Free
1.88E-04,sf24,7,edge,deletion,adjmat,Scale Free
2.28E-04,sf24,7,edge,deletion,adjmat,Scale Free
2.44E-04,sf24,7,edge,deletion,adjmat,Scale Free
6.82E-04,sf24,7,edge,deletion,adjmat,Scale Free
2.09E-04,sf25,8,edge,deletion,adjmat,Scale Free
2.18E-04,sf25,8,edge,deletion,adjmat,Scale Free
6.48E-04,sf25,8,edge,deletion,adjmat,Scale Free
7.42E-04,sf25,8,edge,deletion,adjmat,Scale Free
5.27E-04,sf25,8,edge,deletion,adjmat,Scale Free
6.72E-04,sf26,8,edge,deletion,adjmat,Scale Free
7.75E-04,sf26,8,edge,deletion,adjmat,Scale Free
6.57E-04,sf26,8,edge,deletion,adjmat,Scale Free
6.90E-04,sf26,8,edge,deletion,adjmat,Scale Free
6.88E-04,sf26,8,edge,deletion,adjmat,Scale Free
7.20E-04,sf27,8,edge,deletion,adjmat,Scale Free
6.90E-04,sf27,8,edge,deletion,adjmat,Scale Free
1.97E-04,sf27,8,edge,deletion,adjmat,Scale Free
7.57E-04,sf27,8,edge,deletion,adjmat,Scale Free
6.86E-04,sf27,8,edge,deletion,adjmat,Scale Free
0.009185459,sf01,0,edge,deletion,incmat,Scale Free
0.031761061,sf01,0,edge,deletion,incmat,Scale Free
0.009144329,sf01,0,edge,deletion,incmat,Scale Free
0.010127853,sf01,0,edge,deletion,incmat,Scale Free
0.009162182,sf01,0,edge,deletion,incmat,Scale Free
0.009231682,sf02,0,edge,deletion,incmat,Scale Free
0.009230962,sf02,0,edge,deletion,incmat,Scale Free
0.009210482,sf02,0,edge,deletion,incmat,Scale Free
0.00908872,sf02,0,edge,deletion,incmat,Scale Free
0.00910698,sf02,0,edge,deletion,incmat,Scale Free
0.009092836,sf03,0,edge,deletion,incmat,Scale Free
0.029183435,sf03,0,edge,deletion,incmat,Scale Free
0.008961677,sf03,0,edge,deletion,incmat,Scale Free
0.009257007,sf03,0,edge,deletion,incmat,Scale Free
0.009311718,sf03,0,edge,deletion,incmat,Scale Free
0.011871052,sf04,1,edge,deletion,incmat,Scale Free
0.009802612,sf04,1,edge,deletion,incmat,Scale Free
0.012144052,sf04,1,edge,deletion,incmat,Scale Free
0.010407274,sf04,1,edge,deletion,incmat,Scale Free
0.012628565,sf04,1,edge,deletion,incmat,Scale Free
0.010674921,sf05,1,edge,deletion,incmat,Scale Free
0.009792676,sf05,1,edge,deletion,incmat,Scale Free
0.00950006,sf05,1,edge,deletion,incmat,Scale Free
0.009614599,sf05,1,edge,deletion,incmat,Scale Free
0.009945951,sf05,1,edge,deletion,incmat,Scale Free
0.009508867,sf06,1,edge,deletion,incmat,Scale Free
0.009585885,sf06,1,edge,deletion,incmat,Scale Free
0.010310191,sf06,1,edge,deletion,incmat,Scale Free
0.010110846,sf06,1,edge,deletion,incmat,Scale Free
0.061104456,sf06,1,edge,deletion,incmat,Scale Free
0.010019805,sf07,2,edge,deletion,incmat,Scale Free
0.010740341,sf07,2,edge,deletion,incmat,Scale Free
0.010595193,sf07,2,edge,deletion,incmat,Scale Free
0.013722376,sf07,2,edge,deletion,incmat,Scale Free
0.010326575,sf07,2,edge,deletion,incmat,Scale Free
0.011262864,sf08,2,edge,deletion,incmat,Scale Free
0.011468554,sf08,2,edge,deletion,incmat,Scale Free
0.011815519,sf08,2,edge,deletion,incmat,Scale Free
0.011720927,sf08,2,edge,deletion,incmat,Scale Free
0.010594844,sf08,2,edge,deletion,incmat,Scale Free
0.011368495,sf09,2,edge,deletion,incmat,Scale Free
0.012325865,sf09,2,edge,deletion,incmat,Scale Free
0.011360186,sf09,2,edge,deletion,incmat,Scale Free
0.011034169,sf09,2,edge,deletion,incmat,Scale Free
0.045495546,sf09,2,edge,deletion,incmat,Scale Free
0.030753077,sf10,3,edge,deletion,incmat,Scale Free
0.038927935,sf10,3,edge,deletion,incmat,Scale Free
0.035432022,sf10,3,edge,deletion,incmat,Scale Free
0.038490101,sf10,3,edge,deletion,incmat,Scale Free
0.039693742,sf10,3,edge,deletion,incmat,Scale Free
0.03219205,sf11,3,edge,deletion,incmat,Scale Free
0.0308227,sf11,3,edge,deletion,incmat,Scale Free
0.038098872,sf11,3,edge,deletion,incmat,Scale Free
0.082455014,sf11,3,edge,deletion,incmat,Scale Free
0.031641197,sf11,3,edge,deletion,incmat,Scale Free
0.053685938,sf12,3,edge,deletion,incmat,Scale Free
0.031528055,sf12,3,edge,deletion,incmat,Scale Free
0.030479219,sf12,3,edge,deletion,incmat,Scale Free
0.031816708,sf12,3,edge,deletion,incmat,Scale Free
0.100628987,sf12,3,edge,deletion,incmat,Scale Free
0.034392671,sf13,4,edge,deletion,incmat,Scale Free
0.033652487,sf13,4,edge,deletion,incmat,Scale Free
0.198758683,sf13,4,edge,deletion,incmat,Scale Free
0.038976211,sf13,4,edge,deletion,incmat,Scale Free
0.038560698,sf13,4,edge,deletion,incmat,Scale Free
0.032428233,sf14,4,edge,deletion,incmat,Scale Free
0.033176758,sf14,4,edge,deletion,incmat,Scale Free
0.037742717,sf14,4,edge,deletion,incmat,Scale Free
0.036084351,sf14,4,edge,deletion,incmat,Scale Free
0.034258802,sf14,4,edge,deletion,incmat,Scale Free
0.032971307,sf15,4,edge,deletion,incmat,Scale Free
0.034339591,sf15,4,edge,deletion,incmat,Scale Free
0.043445239,sf15,4,edge,deletion,incmat,Scale Free
0.032787244,sf15,4,edge,deletion,incmat,Scale Free
0.034942095,sf15,4,edge,deletion,incmat,Scale Free
0.036132529,sf16,5,edge,deletion,incmat,Scale Free
0.036847312,sf16,5,edge,deletion,incmat,Scale Free
0.03736922,sf16,5,edge,deletion,incmat,Scale Free
0.035088252,sf16,5,edge,deletion,incmat,Scale Free
0.034178066,sf16,5,edge,deletion,incmat,Scale Free
0.035279493,sf17,5,edge,deletion,incmat,Scale Free
0.097819867,sf17,5,edge,deletion,incmat,Scale Free
0.035503292,sf17,5,edge,deletion,incmat,Scale Free
0.038616084,sf17,5,edge,deletion,incmat,Scale Free
0.037483149,sf17,5,edge,deletion,incmat,Scale Free
0.035770275,sf18,5,edge,deletion,incmat,Scale Free
0.038863537,sf18,5,edge,deletion,incmat,Scale Free
0.035892522,sf18,5,edge,deletion,incmat,Scale Free
0.036204655,sf18,5,edge,deletion,incmat,Scale Free
0.035813449,sf18,5,edge,deletion,incmat,Scale Free
0.048898163,sf19,6,edge,deletion,incmat,Scale Free
0.049612197,sf19,6,edge,deletion,incmat,Scale Free
0.051079395,sf19,6,edge,deletion,incmat,Scale Free
0.050935215,sf19,6,edge,deletion,incmat,Scale Free
0.043166395,sf19,6,edge,deletion,incmat,Scale Free
0.047532871,sf20,6,edge,deletion,incmat,Scale Free
0.042211579,sf20,6,edge,deletion,incmat,Scale Free
0.04325871,sf20,6,edge,deletion,incmat,Scale Free
0.042560871,sf20,6,edge,deletion,incmat,Scale Free
0.043946111,sf20,6,edge,deletion,incmat,Scale Free
0.05602433,sf21,6,edge,deletion,incmat,Scale Free
0.048524736,sf21,6,edge,deletion,incmat,Scale Free
0.047845204,sf21,6,edge,deletion,incmat,Scale Free
0.043819166,sf21,6,edge,deletion,incmat,Scale Free
0.04311819,sf21,6,edge,deletion,incmat,Scale Free
0.076079311,sf22,7,edge,deletion,incmat,Scale Free
0.072352132,sf22,7,edge,deletion,incmat,Scale Free
0.050788905,sf22,7,edge,deletion,incmat,Scale Free
0.075946528,sf22,7,edge,deletion,incmat,Scale Free
0.069851274,sf22,7,edge,deletion,incmat,Scale Free
0.052622504,sf23,7,edge,deletion,incmat,Scale Free
0.069914421,sf23,7,edge,deletion,incmat,Scale Free
0.086267767,sf23,7,edge,deletion,incmat,Scale Free
0.066124837,sf23,7,edge,deletion,incmat,Scale Free
0.084074667,sf23,7,edge,deletion,incmat,Scale Free
0.073279212,sf24,7,edge,deletion,incmat,Scale Free
0.062580797,sf24,7,edge,deletion,incmat,Scale Free
0.062950162,sf24,7,edge,deletion,incmat,Scale Free
0.070468684,sf24,7,edge,deletion,incmat,Scale Free
0.066810487,sf24,7,edge,deletion,incmat,Scale Free
0.047468319,sf25,8,edge,deletion,incmat,Scale Free
0.048046913,sf25,8,edge,deletion,incmat,Scale Free
0.047021501,sf25,8,edge,deletion,incmat,Scale Free
0.046706188,sf25,8,edge,deletion,incmat,Scale Free
0.053545399,sf25,8,edge,deletion,incmat,Scale Free
0.048431445,sf26,8,edge,deletion,incmat,Scale Free
0.052864227,sf26,8,edge,deletion,incmat,Scale Free
0.046659745,sf26,8,edge,deletion,incmat,Scale Free
0.047443889,sf26,8,edge,deletion,incmat,Scale Free
0.047696743,sf26,8,edge,deletion,incmat,Scale Free
0.04736407,sf27,8,edge,deletion,incmat,Scale Free
0.047538077,sf27,8,edge,deletion,incmat,Scale Free
0.048281498,sf27,8,edge,deletion,incmat,Scale Free
0.047515818,sf27,8,edge,deletion,incmat,Scale Free
0.048199668,sf27,8,edge,deletion,incmat,Scale Free
